customer_id,signup_at,region,risk_band,credit_limit_usd,status,tax_id,dob,email,is_confirmed_fraud
620,2026-04-03,EU,D,850,active,939-27-2380,1980-08-04,flint1603901@inbox.example,0
621,2025-10-01,NA,C,2500,active,909-60-3929,1975-12-07,peak7022900@test.example,0
622,2026-03-05,NA,E,950,active,927-86-6904,1969-05-11,vault7336097@inbox.example,0
623,2025-07-15,NA,A,2800,active,903-41-6926,1989-05-31,atlas9554811@test.example,0
624,2025-09-03,EU,B,4150,defaulted,960-62-9381,1951-11-11,wren1004277@inbox.example,0
625,2025-05-30,NA,C,1850,active,918-68-9659,1996-10-13,atlas6463951@test.example,0
626,2026-05-31,LATAM,C,2250,active,926-50-0740,1962-08-15,drift1134247@test.example,0
627,2025-03-25,LATAM,B,4100,active,963-14-4836,1983-05-13,ember9322188@inbox.example,0
628,2026-03-12,APAC,C,1400,active,929-54-7992,1973-11-24,lumen9160304@post.example,0
629,2026-01-24,NA,A,4100,active,958-78-9348,1995-01-01,ember2987877@test.example,0
630,2026-04-16,NA,C,1400,active,952-91-9082,1963-01-25,pulse3168740@test.example,0
631,2025-09-30,NA,D,1300,active,980-24-5502,1970-02-02,atlas6774692@inbox.example,0
632,2026-05-31,NA,A,4650,active,926-55-2136,1952-11-29,cedar7737038@mail.example,0
633,2025-04-17,EU,D,1100,active,985-74-7950,1958-08-24,quill4419940@test.example,0
634,2025-02-07,APAC,A,3700,active,970-30-4743,1960-08-02,pulse6625397@test.example,0
635,2025-08-30,NA,A,4650,active,997-06-6190,1999-04-08,drift2038922@inbox.example,0
636,2025-09-01,APAC,A,5300,active,995-68-6659,1985-05-07,pulse3624818@inbox.example,0
637,2025-07-31,EU,B,2800,active,971-40-7078,1967-04-14,lumen4556046@inbox.example,0
638,2025-02-05,NA,A,4250,active,945-25-9054,1953-11-27,peak4481707@post.example,0
639,2026-02-26,NA,B,2700,active,963-83-5906,1981-11-10,ember3299988@post.example,0
640,2026-04-29,NA,D,1300,defaulted,972-47-9334,1991-05-14,pulse9915388@inbox.example,0
641,2025-07-14,NA,B,3100,active,986-15-4039,1974-06-29,coral37524@test.example,0
642,2025-07-22,EU,A,4600,active,933-07-0066,1968-09-10,pulse8212354@inbox.example,0
643,2025-10-02,APAC,D,1300,active,919-36-2682,2000-07-04,urban5617534@test.example,0
644,2025-12-01,NA,B,2650,active,959-29-1281,1970-02-01,ember2711655@post.example,0
645,2025-06-26,NA,B,3550,active,926-37-1970,1997-10-01,quill7031926@inbox.example,0
646,2025-12-21,APAC,A,4650,active,971-20-0467,2008-02-10,pulse1756424@inbox.example,0
647,2026-02-24,NA,A,4100,active,973-66-8671,1969-10-28,cedar7715785@inbox.example,0
648,2025-01-23,NA,B,2950,active,910-95-5383,1998-09-26,lumen5837251@mail.example,0
649,2026-03-31,APAC,A,3950,active,918-99-9223,1956-03-27,cedar1391789@mail.example,0
650,2025-07-07,EU,C,1600,defaulted,973-42-5607,2007-09-15,peak6956410@inbox.example,0
651,2025-04-29,EU,D,850,defaulted,910-66-7139,1974-02-07,peak2063143@test.example,0
652,2025-03-17,EU,C,1700,active,931-38-5488,1980-08-17,nova2566481@inbox.example,0
653,2025-01-20,NA,B,2800,active,961-63-6558,1995-12-16,lumen474010@inbox.example,0
654,2025-05-23,NA,B,2650,active,990-23-2516,2004-06-24,peak3442626@post.example,0
655,2025-01-31,EU,A,3950,active,989-69-8053,1954-01-03,nova4771519@test.example,0
656,2025-09-07,NA,A,5200,active,948-88-6478,1992-11-10,atlas5656144@inbox.example,0
657,2025-09-28,EU,B,3300,active,949-50-2558,1957-06-01,vault3484621@post.example,0
658,2026-05-03,APAC,A,4800,active,997-73-3340,1995-02-14,flint9069160@post.example,0
659,2025-12-09,EU,C,2650,active,960-04-1129,2002-09-21,vault6555945@mail.example,0
660,2025-09-02,EU,D,850,active,995-39-5341,1987-09-14,quill437562@post.example,0
661,2026-05-02,EU,B,2400,active,908-50-0711,1987-01-22,atlas695006@inbox.example,0
662,2025-05-30,NA,C,2700,active,998-96-3915,1959-08-19,coral3891497@mail.example,0
663,2025-10-03,EU,A,3900,active,916-86-7149,1992-04-06,nova4822743@inbox.example,0
664,2026-04-18,NA,E,700,active,986-91-8987,1956-01-06,coral9212608@post.example,0
665,2026-01-07,EU,C,1700,active,918-04-3725,1992-05-09,peak589273@test.example,0
666,2025-01-25,NA,B,2450,active,909-37-1387,1958-06-27,ember1641469@post.example,0
667,2025-10-19,NA,C,2750,active,992-92-9276,1992-04-19,lumen7668195@post.example,0
668,2026-02-21,NA,B,4150,active,953-26-4114,1963-09-01,flint661514@inbox.example,0
669,2026-04-25,LATAM,B,3150,active,900-45-8788,1952-08-18,wren9741969@mail.example,0
670,2026-03-24,NA,E,850,active,991-19-5715,1960-12-15,ember9684780@mail.example,0
671,2026-01-24,NA,C,2250,active,975-13-8906,1962-11-20,pulse799204@mail.example,0
672,2026-04-01,NA,A,4750,active,937-89-5769,1996-11-02,quill7939418@mail.example,0
673,2026-05-14,NA,C,2000,active,923-65-6703,1995-12-03,lumen2871510@post.example,0
674,2025-06-26,NA,D,850,active,914-85-0678,1984-08-18,lumen5898573@mail.example,0
675,2025-11-08,NA,C,1900,active,928-11-9886,1972-06-15,quill1927679@post.example,0
676,2026-01-09,APAC,D,950,active,946-59-5628,1960-11-26,flint5738940@test.example,0
677,2026-03-25,LATAM,A,5100,active,982-00-8446,1981-05-16,nova2778181@test.example,0
678,2025-04-20,NA,B,4150,active,928-57-8772,1954-07-19,flint968125@inbox.example,0
679,2026-02-23,NA,C,2450,active,973-53-4637,1968-09-14,atlas9066918@test.example,0
680,2025-06-26,NA,C,1950,active,949-99-6283,1988-09-25,wren5439104@post.example,0
681,2025-02-16,LATAM,A,4000,active,944-40-9259,1968-08-23,flint3615907@mail.example,0
682,2025-03-23,LATAM,C,1750,defaulted,907-92-8606,1991-09-05,flint5352432@post.example,0
683,2025-09-04,LATAM,D,1050,active,908-97-1408,2002-11-28,flint434356@mail.example,0
684,2025-09-02,NA,B,3500,active,992-29-7368,2001-03-17,quill9377776@test.example,0
685,2026-03-19,APAC,A,4650,active,907-33-2156,1976-04-09,lumen697127@mail.example,0
686,2025-12-30,EU,A,3350,active,936-19-6353,1966-01-12,wren2854670@inbox.example,0
687,2025-11-01,NA,C,2050,active,972-45-7776,1998-03-30,atlas9303452@mail.example,0
688,2026-01-21,EU,B,2750,active,949-07-5920,1983-03-16,wren6065235@mail.example,0
689,2025-02-17,EU,C,2100,active,983-36-0458,1957-03-13,quill4711295@test.example,0
690,2025-04-14,EU,A,3550,active,919-34-8722,1961-06-02,urban3088240@mail.example,0
691,2025-02-19,EU,D,1500,active,971-52-8847,1956-10-21,cedar7086531@mail.example,0
692,2025-08-07,NA,A,4800,active,975-98-4784,2007-04-16,flint3972978@post.example,0
693,2025-04-30,NA,C,1650,defaulted,989-91-8604,2004-10-17,quill5735052@post.example,0
694,2025-10-13,EU,B,2850,active,933-44-4966,1971-04-22,lumen8116258@mail.example,0
695,2025-09-15,APAC,C,2400,active,988-21-4692,2005-08-08,quill926800@test.example,0
696,2025-04-05,NA,C,2000,active,913-79-9847,1951-12-10,wren6695672@inbox.example,0
697,2025-08-06,NA,D,1300,active,947-68-5545,1991-03-18,coral9272949@post.example,0
698,2026-02-01,NA,B,2150,active,970-25-7794,1956-02-15,pulse5289070@mail.example,0
699,2025-03-22,EU,B,3200,active,927-74-7625,1987-02-10,urban7843170@post.example,0
700,2025-06-24,EU,C,2200,defaulted,996-19-3440,1959-11-15,wren8416718@post.example,0
701,2025-07-26,EU,A,4300,active,958-11-9742,1965-04-16,urban2043128@inbox.example,0
702,2025-05-28,NA,C,1900,defaulted,939-59-2077,1988-02-21,quill1452431@inbox.example,0
703,2025-11-14,APAC,A,3950,active,929-79-2869,1995-03-23,ember9929433@test.example,0
704,2025-02-27,EU,A,3100,active,943-17-4061,2005-06-08,coral3429962@inbox.example,0
705,2025-03-11,NA,D,1300,active,912-58-6117,1980-04-13,wren8427960@post.example,0
706,2025-11-24,APAC,A,3450,active,983-74-7476,1969-05-10,flint9967316@mail.example,0
707,2026-01-06,NA,D,1250,defaulted,909-24-0132,1961-12-12,quill5087257@inbox.example,0
708,2026-04-22,EU,B,3450,active,950-24-4485,1990-02-15,flint8071252@mail.example,0
709,2026-01-04,NA,E,650,active,903-88-7289,1952-07-14,atlas1357232@test.example,0
710,2025-02-12,APAC,C,2650,active,971-60-6767,2000-05-11,peak488381@post.example,0
711,2025-03-02,EU,B,2250,defaulted,978-94-5717,1951-12-18,nova2286855@mail.example,0
712,2026-03-16,LATAM,E,600,active,981-70-9500,1962-04-19,nova7523649@inbox.example,0
713,2026-03-10,NA,E,750,active,962-64-7277,1980-11-14,nova4437194@test.example,0
714,2025-11-27,NA,E,500,active,924-68-5632,1989-11-27,lumen7689286@mail.example,0
715,2025-11-24,EU,B,3800,active,965-15-1252,1989-03-09,coral9009870@test.example,0
716,2026-05-01,NA,B,2400,active,964-73-5289,1959-08-13,urban3935799@post.example,0
717,2025-10-23,APAC,B,2250,active,903-33-0974,1956-09-21,nova4124892@post.example,0
718,2025-12-05,APAC,B,4000,active,975-79-9968,1954-04-01,drift3891717@post.example,0
719,2026-03-22,NA,D,1050,active,983-12-0038,1965-05-11,cedar8474625@post.example,0
720,2025-06-04,NA,A,3150,active,981-80-2831,1957-03-23,peak3502184@inbox.example,0
721,2025-08-18,NA,C,2650,active,912-11-7360,1958-03-19,quill7422178@post.example,0
722,2025-04-19,APAC,A,2800,active,985-27-9868,1956-02-26,urban8726277@post.example,0
723,2025-11-27,EU,B,2550,active,940-59-4859,1953-05-07,drift1234961@post.example,0
724,2025-03-26,NA,C,2300,active,975-89-7369,1995-12-23,flint5107311@post.example,0
725,2025-03-01,NA,E,650,active,955-20-0780,2007-07-17,peak8013446@post.example,0
726,2026-05-21,APAC,D,1100,active,966-76-4093,1971-12-29,lumen5601129@post.example,0
727,2025-08-09,NA,B,3250,active,966-55-1969,1999-01-30,pulse3332945@test.example,0
728,2025-04-15,NA,B,3950,active,993-80-0868,1992-05-25,lumen4509514@post.example,0
729,2025-04-14,NA,A,5300,active,932-11-0942,1968-02-17,atlas4067376@post.example,0
730,2025-11-22,EU,A,4650,active,979-03-7798,1989-09-06,lumen7980721@inbox.example,0
731,2025-06-18,NA,C,2150,defaulted,957-26-3067,1956-07-20,pulse8988871@inbox.example,0
732,2025-08-06,NA,C,2700,active,979-37-1909,1955-07-27,peak9079756@test.example,0
733,2025-03-11,LATAM,C,2150,active,926-12-0621,1987-09-08,coral7209853@inbox.example,0
734,2025-10-23,LATAM,C,2650,active,945-36-6021,1961-01-13,wren4351594@mail.example,0
735,2025-10-08,EU,D,1650,active,907-59-1549,1988-10-16,coral8524141@mail.example,0
736,2026-05-31,NA,A,4150,active,980-79-5445,1968-12-04,urban1607047@inbox.example,0
737,2025-01-02,EU,B,2250,active,935-83-7712,1961-09-22,nova2266461@mail.example,0
738,2025-10-04,APAC,B,3900,active,914-71-3911,1970-06-02,ember1753450@post.example,0
739,2025-03-20,NA,D,1600,active,952-02-5742,1981-10-28,urban3203381@post.example,0
740,2025-04-13,APAC,B,4150,active,993-43-6819,2005-03-08,coral578820@test.example,0
741,2025-08-29,APAC,D,850,defaulted,943-96-3238,1960-02-25,coral6887195@post.example,0
742,2025-02-17,NA,C,2700,active,971-76-5458,1963-07-04,ember6578255@test.example,0
743,2025-11-11,EU,B,3800,active,965-30-5582,1990-09-22,quill2423332@test.example,0
744,2026-03-29,NA,A,5450,active,944-70-6243,1954-10-31,lumen9162579@test.example,0
745,2026-01-23,EU,C,2700,active,960-54-0664,2000-06-22,ember3963339@post.example,0
746,2026-04-30,EU,B,4050,active,965-24-8746,2001-08-11,coral7580313@post.example,0
747,2025-01-04,NA,B,3950,defaulted,984-34-7810,1995-06-19,wren8595135@mail.example,0
748,2026-02-15,EU,E,800,active,947-88-6483,1957-07-26,ember3040211@post.example,0
749,2025-07-16,NA,B,2850,active,913-35-1878,1995-07-20,atlas6573037@test.example,0
750,2025-07-19,NA,B,2300,defaulted,966-78-2580,1996-07-05,atlas8682025@post.example,0
751,2026-02-13,EU,D,1500,active,953-99-4188,1979-12-01,peak2123911@inbox.example,0
752,2025-02-01,EU,B,2100,active,904-10-7749,1964-12-07,pulse9620509@test.example,0
753,2025-09-01,EU,D,1450,active,951-85-4020,1959-10-22,vault7568757@mail.example,0
754,2025-08-19,NA,C,1400,active,937-80-4636,1977-02-12,drift9529717@mail.example,0
755,2026-02-23,NA,D,1250,active,929-83-1623,1969-06-21,pulse9024956@mail.example,0
756,2025-05-18,NA,A,3450,defaulted,902-27-7271,2005-09-24,nova1388034@test.example,0
757,2025-01-22,EU,C,2350,active,988-52-2868,1989-04-08,pulse5016540@test.example,0
758,2025-10-28,NA,B,3800,active,932-22-5760,1977-12-22,peak3578898@post.example,0
759,2025-11-03,EU,C,1500,active,956-50-3529,1978-06-15,flint952409@test.example,0
760,2025-01-25,NA,A,4550,active,951-27-2112,1975-10-28,cedar3230024@post.example,0
761,2026-03-27,NA,A,5300,active,946-39-2714,1975-05-04,atlas4071373@inbox.example,0
762,2026-01-05,NA,B,3800,active,921-15-8127,1955-02-24,flint8993008@inbox.example,0
763,2025-05-14,EU,C,1950,active,950-14-6561,1985-12-20,quill207711@inbox.example,0
764,2026-04-29,EU,B,2300,active,946-17-5359,1962-06-20,coral5464692@mail.example,0
765,2025-04-17,EU,A,3600,active,900-31-4979,1954-08-02,wren8763653@test.example,0
766,2026-05-04,NA,E,950,active,965-95-1752,1978-06-29,cedar5721384@inbox.example,0
767,2026-01-30,EU,D,950,active,939-39-7295,1977-02-01,pulse7512731@post.example,0
768,2026-05-01,NA,A,4650,active,979-44-9554,1954-11-24,drift628450@inbox.example,0
769,2025-10-18,EU,A,4300,active,918-88-9706,1997-02-19,lumen2569349@inbox.example,0
770,2026-05-31,NA,A,5250,active,980-41-9559,2001-04-09,nova7919638@mail.example,0
771,2026-03-31,NA,C,2250,active,944-12-7686,1956-06-01,coral4528303@inbox.example,0
772,2025-05-04,EU,C,1450,active,945-89-6731,1966-05-22,pulse6680068@post.example,0
773,2025-07-23,EU,C,1900,active,979-12-3328,1953-11-12,coral4880541@inbox.example,0
774,2025-12-25,NA,D,1450,defaulted,923-49-2188,1966-11-17,ember8146087@inbox.example,0
775,2025-06-23,APAC,B,2800,active,970-66-3776,1984-11-09,wren1235233@inbox.example,0
776,2025-05-18,APAC,B,3450,active,915-24-4025,1996-03-19,peak4834029@inbox.example,0
777,2026-03-13,APAC,B,3250,active,953-06-7897,1975-05-06,pulse5596589@post.example,0
778,2025-11-26,NA,B,3800,defaulted,924-54-6658,1996-02-13,vault2376301@test.example,0
779,2026-02-17,EU,A,4200,active,927-17-4397,1985-12-08,cedar2037560@test.example,0
780,2025-09-01,NA,D,1200,active,968-46-0575,2006-06-17,atlas4324739@test.example,0
781,2025-11-06,EU,C,1850,active,978-43-3957,1987-07-20,wren1378501@inbox.example,0
782,2026-02-19,EU,D,1450,active,937-13-1208,1955-09-14,wren9277125@test.example,0
783,2026-02-12,NA,B,3900,defaulted,921-28-6031,1981-08-25,lumen926042@mail.example,0
784,2026-04-05,NA,D,1100,active,920-35-7028,1994-03-01,urban1982434@test.example,0
785,2025-01-25,NA,C,2100,defaulted,978-83-6474,1953-11-18,flint8530575@post.example,0
786,2026-03-13,EU,D,800,active,936-59-4829,1998-06-17,atlas2182879@inbox.example,0
787,2025-07-28,NA,A,5550,active,916-04-9777,1965-01-13,coral3319185@post.example,0
788,2025-01-10,LATAM,C,2700,active,974-44-8939,1972-08-07,nova6763745@inbox.example,0
789,2025-01-15,APAC,A,4250,active,945-83-0832,1961-07-01,wren6894354@mail.example,0
790,2025-06-13,NA,B,4000,active,984-05-8962,1996-02-18,urban6603488@inbox.example,0
791,2025-06-04,EU,C,1650,active,992-98-8389,1997-05-21,lumen682202@inbox.example,0
792,2025-12-15,EU,B,2950,active,901-93-4066,1996-07-28,lumen2576923@mail.example,0
793,2026-01-19,NA,E,650,active,923-88-2899,2001-10-25,coral2299709@mail.example,0
794,2026-01-26,NA,B,3300,active,939-09-0295,1953-12-30,ember3533117@post.example,0
795,2026-01-31,EU,C,1750,defaulted,910-94-1296,1952-03-23,coral6471651@mail.example,0
796,2026-03-18,NA,D,1150,active,912-93-4625,1988-12-15,vault4748352@inbox.example,0
797,2025-11-10,NA,D,1650,active,925-14-3529,1955-10-17,cedar9148030@inbox.example,0
798,2026-04-15,NA,E,750,active,957-78-2192,1961-06-15,peak7580643@mail.example,0
799,2025-05-24,APAC,C,2250,active,946-61-2630,2000-02-26,drift56438@mail.example,0
800,2025-09-04,EU,D,1000,active,919-02-5152,1983-08-31,cedar8174262@test.example,0
801,2026-05-15,EU,C,2100,active,904-83-0125,1964-10-26,nova1241023@post.example,0
802,2026-04-03,NA,A,3800,active,919-34-8206,1963-08-23,wren9665956@mail.example,0
803,2025-01-28,APAC,A,4050,active,902-81-3087,1991-05-20,nova1595005@post.example,0
804,2026-02-24,APAC,C,1900,active,911-86-8045,1994-05-17,nova2051933@post.example,0
805,2025-08-25,NA,A,3950,active,941-50-6559,1985-01-23,lumen8553452@inbox.example,0
806,2025-09-20,APAC,C,2550,defaulted,900-66-1517,1973-10-02,ember9467829@post.example,0
807,2025-06-10,APAC,A,4100,active,914-20-1069,2005-05-07,coral4229587@test.example,0
808,2026-01-03,NA,C,1650,active,908-88-4260,2002-09-15,nova3316189@inbox.example,0
809,2025-08-31,EU,C,1650,active,962-20-7317,1983-01-27,ember9483366@test.example,0
810,2026-05-16,NA,C,1800,active,959-90-2035,1996-02-23,wren4620198@test.example,0
811,2026-02-26,NA,A,4800,active,900-00-4751,1984-02-24,pulse7840740@mail.example,0
812,2025-01-12,EU,D,1350,active,984-04-5245,1983-08-22,flint7420696@mail.example,0
813,2026-05-12,NA,B,3750,active,983-46-3339,1974-06-02,coral6523566@mail.example,0
814,2025-08-25,NA,D,1550,active,991-65-4460,1964-12-12,coral3277664@post.example,0
815,2025-01-14,NA,B,2350,active,940-96-5765,1994-01-22,ember6711487@test.example,0
816,2025-04-26,NA,A,5300,active,945-77-7352,1987-03-24,pulse8945858@test.example,0
817,2025-01-26,EU,A,3050,active,945-81-4087,1980-10-16,urban8909562@mail.example,0
818,2026-02-02,EU,B,3350,active,915-61-4281,1966-01-08,quill6937649@test.example,0
819,2025-02-04,EU,B,4150,active,943-54-1118,1984-11-09,urban1334890@inbox.example,0
820,2025-11-19,APAC,B,3250,active,953-92-4269,1955-09-07,pulse5902136@inbox.example,0
821,2025-12-24,NA,C,2500,active,902-39-1692,1987-05-24,drift5471086@mail.example,0
822,2025-04-05,EU,C,1500,active,979-15-2723,1980-05-16,coral6525973@inbox.example,0
823,2026-03-17,EU,B,3950,active,933-73-9166,1968-10-27,coral3489977@post.example,0
824,2025-06-29,EU,B,4150,active,947-24-1440,2006-12-27,cedar5317053@inbox.example,0
825,2026-03-11,NA,A,5500,active,987-02-9655,1958-12-02,vault5455400@test.example,0
826,2026-05-30,APAC,A,2850,active,918-99-0731,1955-10-21,flint3206436@test.example,0
827,2026-04-19,NA,E,900,active,992-84-8889,1968-05-15,flint1706066@test.example,0
828,2026-02-20,EU,B,2750,active,949-51-4054,1994-07-13,wren2923405@inbox.example,0
829,2026-02-15,EU,B,2300,active,944-54-7391,2000-12-07,peak2483209@test.example,0
830,2025-03-01,LATAM,C,1550,active,976-25-4260,1992-03-01,atlas564970@post.example,0
831,2025-08-18,APAC,B,2350,defaulted,992-06-7567,1979-11-30,ember3411989@post.example,0
832,2026-04-06,EU,A,3450,active,984-02-6219,1980-01-24,atlas22332@post.example,0
833,2025-03-03,EU,A,5250,active,975-42-1369,1959-01-23,peak1092346@inbox.example,0
834,2026-02-12,EU,A,3000,active,983-47-8134,1995-05-18,urban7515620@post.example,0
835,2025-04-24,LATAM,C,2500,defaulted,931-28-8921,2003-08-19,pulse4361572@test.example,0
836,2025-12-06,EU,B,3750,active,969-83-2156,2002-05-07,flint2824549@inbox.example,0
837,2025-04-02,APAC,C,2150,active,994-66-9349,1999-09-02,pulse4737128@inbox.example,0
838,2026-03-15,EU,C,2500,active,992-08-4019,1976-01-03,vault3926498@inbox.example,0
839,2026-03-21,NA,E,550,active,995-27-0928,1995-07-16,ember3953504@post.example,0
840,2026-05-21,EU,B,2900,active,962-99-7009,1972-06-21,peak704080@post.example,0
841,2025-03-20,APAC,C,1450,defaulted,975-38-2273,1985-03-08,drift2188747@mail.example,0
842,2025-08-20,NA,B,2200,active,956-93-7239,1975-04-14,peak158260@test.example,0
843,2025-02-24,NA,A,3000,active,992-12-2057,2004-11-18,nova5680619@mail.example,0
844,2025-03-04,APAC,C,2400,active,901-32-0058,2008-05-18,urban3658983@mail.example,0
845,2026-01-16,EU,D,850,active,912-03-6867,1955-05-26,ember876514@inbox.example,0
846,2025-06-24,EU,A,3800,active,910-60-6508,1996-05-27,urban5534052@test.example,0
847,2025-01-25,NA,C,2100,active,908-40-5254,1964-08-11,urban1906583@test.example,0
848,2026-04-02,NA,C,2300,active,924-40-0442,1998-08-28,ember6471883@post.example,0
849,2025-08-02,NA,B,2450,active,939-68-3487,1998-08-16,quill6473457@mail.example,0
850,2025-12-12,NA,C,1950,active,912-02-3142,1981-01-23,atlas4631382@post.example,0
851,2025-05-11,APAC,D,1250,active,924-70-1990,1966-11-05,cedar6577504@post.example,0
852,2025-01-26,NA,C,2450,defaulted,974-86-0259,2002-05-29,atlas7485195@post.example,0
853,2025-09-29,NA,D,900,defaulted,916-09-2596,1990-09-20,cedar8860056@post.example,0
854,2025-08-20,EU,E,700,active,920-24-0411,1978-05-18,coral5950245@post.example,0
855,2025-11-15,NA,D,1050,active,954-30-8888,2003-07-30,cedar571971@mail.example,0
856,2026-05-03,EU,C,1900,active,908-08-6520,1998-01-02,drift759479@inbox.example,0
857,2025-12-12,NA,C,1800,active,919-97-0254,1992-01-19,lumen6154159@test.example,0
858,2025-08-18,EU,B,2550,active,908-95-2237,1991-11-03,cedar1105912@test.example,0
859,2025-07-03,EU,A,3150,defaulted,911-86-2675,1973-05-01,coral4264668@post.example,0
860,2025-07-29,NA,A,2850,defaulted,976-44-8383,1993-01-07,urban2901037@inbox.example,1
861,2026-01-14,APAC,C,1850,active,900-26-5986,1977-11-18,peak7648035@inbox.example,0
862,2025-06-12,NA,A,4000,active,992-24-5770,1955-07-01,cedar1127812@test.example,0
863,2026-02-11,NA,C,1950,active,990-16-0607,1951-08-13,cedar8050591@inbox.example,0
864,2025-03-31,EU,B,2850,active,989-33-9134,1973-09-05,drift7629697@mail.example,0
865,2025-06-14,NA,A,3500,active,904-33-3176,1995-03-03,ember4359611@test.example,0
866,2025-10-07,APAC,B,3600,active,918-06-1543,1990-06-02,quill4286638@test.example,0
867,2025-12-30,NA,B,3250,active,969-17-1239,1992-11-25,nova1676094@post.example,0
868,2025-01-20,NA,A,5250,active,943-60-6916,1999-03-30,flint5102524@test.example,0
869,2025-02-09,NA,C,2250,active,910-09-9217,1954-07-23,wren5240346@inbox.example,0
870,2025-07-23,EU,A,3950,active,933-51-4826,1954-10-04,atlas1082243@test.example,0
871,2026-02-17,NA,E,600,active,916-40-1165,1990-12-07,flint4277372@test.example,0
872,2026-04-09,EU,B,2100,active,976-82-1795,1976-03-15,lumen1217599@inbox.example,0
873,2026-03-11,NA,B,2350,active,937-11-5597,1996-03-04,vault6898799@inbox.example,0
874,2026-05-07,EU,A,5550,active,944-48-2615,1962-09-17,quill9125337@mail.example,0
875,2025-12-24,NA,D,950,defaulted,990-02-5038,1961-06-05,drift6581@post.example,0
876,2025-11-01,EU,C,2100,active,911-17-1446,1987-04-30,pulse8299094@inbox.example,0
877,2026-01-23,NA,C,1450,active,901-91-6812,1993-10-31,pulse4495256@inbox.example,0
878,2026-05-23,NA,B,3750,active,924-19-1894,1960-09-02,drift1971331@test.example,0
879,2025-04-26,EU,C,1800,defaulted,900-57-9108,1982-01-04,coral8167960@post.example,0
880,2026-01-10,NA,C,1750,active,972-21-9213,1957-01-27,coral5172879@inbox.example,0
881,2025-07-07,EU,B,4150,active,937-38-9128,2004-04-10,pulse5958488@post.example,0
882,2025-11-19,EU,C,2000,active,927-60-6092,1972-05-18,flint8773415@inbox.example,0
883,2025-10-31,EU,A,4050,active,967-58-9256,1994-11-07,drift3650447@inbox.example,0
884,2025-07-09,LATAM,D,1000,defaulted,927-72-2793,1972-09-16,atlas3412544@inbox.example,0
885,2026-04-02,EU,B,3400,active,920-73-5543,1959-04-22,wren6109824@mail.example,0
886,2026-02-13,NA,C,2250,active,972-26-1059,1958-10-14,quill7622417@inbox.example,0
887,2026-04-22,NA,C,1400,active,978-32-1557,1991-07-17,pulse8824172@post.example,0
888,2025-01-02,NA,A,3050,active,902-36-0036,1997-10-29,drift81429@post.example,0
889,2026-03-03,APAC,E,700,active,981-87-1901,1991-09-01,quill8603745@test.example,0
890,2025-07-18,NA,A,3150,active,923-99-5957,1971-07-09,urban547202@mail.example,0
891,2025-08-09,NA,C,2650,active,992-95-7390,1956-10-01,coral3641476@mail.example,0
892,2025-12-08,APAC,C,2700,active,970-65-0825,1990-05-21,coral4021197@post.example,0
893,2026-02-05,EU,B,3950,active,972-95-6845,1959-06-11,lumen9073781@mail.example,0
894,2025-12-29,NA,B,2700,active,938-68-7420,1956-01-25,cedar3950552@post.example,0
895,2026-03-28,EU,A,5000,active,942-56-4699,1974-08-21,wren9472258@test.example,0
896,2026-05-17,NA,E,800,active,926-85-2635,1963-04-29,urban4576367@inbox.example,0
897,2025-06-20,NA,A,5450,active,961-57-3612,1982-03-01,flint2545489@test.example,0
898,2026-03-24,EU,B,2950,active,999-23-7918,1981-10-07,drift1879822@inbox.example,0
899,2025-03-15,NA,B,4100,defaulted,998-81-1358,1969-12-13,urban9196121@inbox.example,0
900,2025-04-26,APAC,A,2950,active,988-93-9680,1980-05-21,quill295109@post.example,0
901,2026-03-31,NA,B,4100,active,943-58-6099,2008-04-07,quill4087075@post.example,0
902,2025-06-06,LATAM,A,4150,active,990-68-9401,1958-02-20,quill6526153@mail.example,0
903,2026-05-13,EU,C,1950,active,989-00-9056,1985-09-19,atlas6887011@mail.example,0
904,2025-05-22,EU,B,3900,active,989-48-9728,1977-02-18,urban9179083@post.example,0
905,2025-10-29,NA,D,1400,active,973-58-2042,1977-12-29,ember8575594@test.example,0
906,2026-05-12,NA,C,2750,active,903-56-3804,1958-10-09,lumen2424068@inbox.example,0
907,2025-03-30,NA,A,5200,active,979-40-5246,1963-12-05,peak5568477@test.example,0
908,2026-04-06,EU,A,4500,active,942-24-5156,1985-08-28,coral1582874@test.example,0
909,2025-07-19,NA,B,2950,active,986-89-7084,2008-03-15,coral5168508@post.example,0
910,2026-03-04,APAC,C,2400,active,906-50-7277,1983-05-08,urban6549304@mail.example,0
911,2025-10-09,APAC,A,3800,active,966-66-5098,1966-11-23,quill4281176@test.example,0
912,2026-05-21,NA,D,1250,active,938-27-3141,2002-03-19,peak8105472@test.example,0
913,2026-04-24,NA,C,2150,active,947-81-5097,1985-05-17,cedar8038805@test.example,0
914,2026-04-08,NA,E,500,active,964-83-0727,2004-10-05,wren9112188@test.example,0
915,2026-02-05,NA,A,5000,active,974-62-3397,1993-06-06,wren1236896@inbox.example,0
916,2025-11-17,EU,B,3100,active,911-10-9705,1961-07-07,lumen3120514@post.example,0
917,2025-01-30,NA,A,4550,defaulted,900-55-4774,1974-07-25,pulse8310992@mail.example,0
918,2026-02-16,NA,B,2750,active,907-70-0784,1999-04-26,vault9676085@mail.example,0
919,2025-09-16,EU,B,3000,active,956-04-7189,1962-12-18,ember7531180@post.example,0
